Loss lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g_ssam||_2 ||g||_1 ||g_sam||_1 ||g_ssam||_1 g_alignment sg_alignment ssg_alignment ssam_sam_g_alignment
0.10814682394266129 4.56327486038208 2000.0 136.11732482910156 0.29821503162384033 0.40858861804008484 0.41072016954421997 5.888720989227295 8.282493591308594 8.331226348876953 0.2848741412162781 0.2966088652610779 0.2969045042991638 0.9999700784683228
0.1018204540014267 4.773437023162842 2000.0 119.02767181396484 0.22596165537834167 0.32849571108818054 0.3329739272594452 3.96787166595459 6.09594202041626 6.1901397705078125 0.18604885041713715 0.21124854683876038 0.21480891108512878 0.9998932480812073
0.09803653508424759 4.849094867706299 2000.0 104.89533233642578 0.17418088018894196 0.2641313374042511 0.27208271622657776 3.321521759033203 5.4076457023620605 5.5926361083984375 0.202544704079628 0.2415081411600113 0.24810202419757843 0.9996095895767212
0.09686422348022461 4.311943054199219 2000.0 94.34150695800781 0.14011408388614655 0.22541354596614838 0.2374315708875656 2.3335258960723877 4.182249546051025 4.467252731323242 0.14625917375087738 0.17074158787727356 0.17079156637191772 0.9991881251335144
0.09561972320079803 4.423547744750977 2000.0 86.44702911376953 0.11716040968894958 0.1722038984298706 0.18664172291755676 1.7754578590393066 2.993903875350952 3.32051420211792 0.08242836594581604 0.12854225933551788 0.14605659246444702 0.9971886873245239
0.0940900519490242 4.841741561889648 2000.0 83.44367980957031 0.10898997634649277 0.15721459686756134 0.17290392518043518 1.6951501369476318 3.017909526824951 3.487973690032959 0.1266055554151535 0.20225581526756287 0.23310337960720062 0.9951500296592712
0.09438470751047134 4.907883644104004 2000.0 80.25054168701172 0.10064046084880829 0.1574438363313675 0.17895744740962982 1.5324151515960693 2.8541207313537598 3.3310446739196777 0.1354038119316101 0.2171868532896042 0.24482128024101257 0.9951038956642151
0.09345585107803345 4.784885406494141 2000.0 76.30487823486328 0.09080077707767487 0.11691348254680634 0.1309216171503067 1.1332685947418213 1.8334898948669434 2.2827701568603516 0.013717066496610641 0.02608509361743927 0.03712395206093788 0.9889318346977234
0.09306629747152328 4.5091400146484375 2000.0 77.83052825927734 0.09454303979873657 0.13702088594436646 0.15684489905834198 1.310708999633789 2.373466730117798 2.862349271774292 0.2344079315662384 0.39079174399375916 0.448698490858078 0.9925929307937622
0.09300441294908524 4.513824462890625 2000.0 74.54158020019531 0.08657335489988327 0.11330531537532806 0.1281881332397461 1.0772870779037476 1.6606049537658691 2.0027148723602295 0.022453587502241135 0.03535742312669754 0.04059942066669464 0.9885714054107666
