Loss Lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g||_1 ||g_sam||_1 g_alignment sg_alignment succ_g_alignment succ_sg_alignment
0.11223392933607101 5.012192249298096 2000.0 154.70242309570312 0.3890891671180725 0.524417519569397 6.8688507080078125 9.352312088012695 0.23942454159259796 0.24764865636825562 1.0 1.0
0.10886520892381668 5.207997798919678 2000.0 151.6565704345703 0.3733026683330536 0.518299400806427 6.826864719390869 9.652912139892578 0.5102275609970093 0.5292041301727295 0.9021247625350952 0.907771646976471
0.1059926450252533 5.290201187133789 2000.0 146.0064697265625 0.3449508547782898 0.4879946708679199 6.541135787963867 9.334232330322266 0.6582614779472351 0.6839528679847717 0.916695237159729 0.9272019863128662
0.10511855036020279 5.281709671020508 2000.0 148.04718017578125 0.3550516963005066 0.5043278932571411 6.825554847717285 9.859153747558594 0.04993312060832977 0.05051054432988167 0.9259107708930969 0.9358766078948975
0.10604541003704071 5.316231727600098 2000.0 152.47525024414062 0.37751108407974243 0.532015323638916 7.057045936584473 10.130590438842773 0.40843650698661804 0.4177114963531494 0.9411415457725525 0.9536866545677185
0.10896817594766617 5.689651012420654 2000.0 160.67030334472656 0.4210492670536041 0.5826209187507629 7.929679870605469 11.107593536376953 0.7366136908531189 0.7510553598403931 0.9644843935966492 0.973893940448761
0.10983313620090485 5.621427536010742 2000.0 163.78253173828125 0.438260555267334 0.6019286513328552 8.225122451782227 11.427635192871094 0.7312164902687073 0.7448992729187012 0.9726101160049438 0.9804401397705078
0.1096491664648056 4.9324541091918945 2000.0 162.77691650390625 0.43265819549560547 0.5879521369934082 8.245410919189453 11.376243591308594 0.1664118766784668 0.1708393394947052 0.9765114188194275 0.9836403131484985
0.11123917996883392 5.749350547790527 2000.0 170.70578002929688 0.4778968393802643 0.6459941267967224 9.038180351257324 12.36522388458252 0.6210119724273682 0.6336360573768616 0.9725248217582703 0.9796009063720703
0.11178897321224213 5.809274196624756 2000.0 173.16458129882812 0.4924248158931732 0.6639545559883118 9.306866645812988 12.654043197631836 0.7008206844329834 0.713638186454773 0.9790710806846619 0.9845913052558899
0.11114616692066193 5.288542747497559 2000.0 170.33901977539062 0.47575005888938904 0.6431536674499512 8.89327335357666 12.150903701782227 0.0038965505082160234 0.000102537393104285 0.9768104553222656 0.9825405478477478
0.11125870048999786 5.216477394104004 2000.0 170.70303344726562 0.47788071632385254 0.6420614123344421 8.86508560180664 12.015602111816406 0.501142144203186 0.5069030523300171 0.9799292683601379 0.9848327040672302
0.1113922968506813 5.6078081130981445 2000.0 171.9127960205078 0.484998881816864 0.6519608497619629 9.010579109191895 12.267424583435059 0.7449733018875122 0.756677508354187 0.9780446290969849 0.9832548499107361
0.11111215502023697 5.548360347747803 2000.0 171.97093200683594 0.48534244298934937 0.6522797346115112 9.01129150390625 12.259054183959961 0.6754363179206848 0.6844491362571716 0.9998756051063538 0.9999030232429504
0.11042656004428864 5.733119964599609 2000.0 170.99688720703125 0.47960445284843445 0.6470945477485657 8.970996856689453 12.175488471984863 0.8211036324501038 0.8320730328559875 0.9761999249458313 0.9823095202445984
0.10944885015487671 5.404560089111328 2000.0 170.0821075439453 0.4742495119571686 0.6397802829742432 8.750476837158203 11.935822486877441 0.6884711384773254 0.6989513039588928 0.9763680100440979 0.982465922832489
0.11053494364023209 5.683404445648193 2000.0 174.7836151123047 0.5021210312843323 0.6755257248878479 9.45915699005127 12.861969947814941 0.6116788983345032 0.6188709735870361 0.9765862226486206 0.9825154542922974
0.11017691344022751 5.572965145111084 2000.0 174.0167694091797 0.49751558899879456 0.6713677644729614 9.176837921142578 12.519475936889648 0.4969956576824188 0.5034697651863098 0.9813475012779236 0.986662745475769
0.10871715843677521 5.4976911544799805 2000.0 170.5143280029297 0.47677555680274963 0.6454593539237976 8.740052223205566 11.942184448242188 0.7354035377502441 0.7445821166038513 0.9816543459892273 0.9867108464241028
0.10852984338998795 5.389688014984131 2000.0 168.25904846191406 0.46367543935775757 0.6255310773849487 8.493288040161133 11.623302459716797 0.5478184223175049 0.5560659170150757 0.979672908782959 0.9849779009819031
0.10885617136955261 5.334738731384277 2000.0 169.042724609375 0.46820494532585144 0.6343167424201965 8.477462768554688 11.618967056274414 0.2609511911869049 0.26255619525909424 0.9738653898239136 0.9794516563415527
0.10722064971923828 5.330493450164795 2000.0 166.45384216308594 0.4533327519893646 0.6144165992736816 8.455648422241211 11.571355819702148 0.6907409429550171 0.6984956860542297 0.973724365234375 0.9792236089706421
0.10768204927444458 5.5142364501953125 2000.0 171.06857299804688 0.48002558946609497 0.6496713757514954 8.970532417297363 12.27323055267334 0.2601054310798645 0.2629592716693878 0.9771339893341064 0.9828253984451294
0.10705553740262985 5.7478861808776855 2000.0 169.47128295898438 0.47069212794303894 0.6387147307395935 8.858123779296875 12.129387855529785 0.7833206057548523 0.7947274446487427 0.9783931374549866 0.9841691255569458
0.10721419751644135 5.774304389953613 2000.0 169.10784912109375 0.468582421541214 0.6375885009765625 8.741978645324707 12.022361755371094 0.8033509850502014 0.8139634728431702 0.9808382391929626 0.9866213798522949
0.10590129345655441 5.65340518951416 2000.0 167.2379608154297 0.45780956745147705 0.6245133280754089 8.362489700317383 11.544622421264648 0.7711781859397888 0.7819256782531738 0.9791890382766724 0.9849947690963745
0.10354958474636078 4.96316385269165 2000.0 163.61422729492188 0.43732014298439026 0.5948348641395569 8.085190773010254 11.110801696777344 0.46044066548347473 0.46349820494651794 0.9785860776901245 0.984811007976532
0.10545622557401657 5.4240827560424805 2000.0 166.53720092773438 0.4538075029850006 0.6181294918060303 8.509262084960938 11.722854614257812 0.2961970567703247 0.3050691783428192 0.976189136505127 0.9824026226997375
