Loss Lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g||_1 ||g_sam||_1 g_alignment sg_alignment
4.84608793258667 20.785160064697266 20.0 13.419837951660156 2.736894369125366 2.9923641681671143 51.308040618896484 56.30123519897461 0.010879169218242168 0.026406776160001755
3.948382616043091 17.606414794921875 20.0 11.921602249145508 1.7593172788619995 1.8415210247039795 27.092910766601562 29.277111053466797 0.08249085396528244 0.1617146134376526
3.386599063873291 12.252949714660645 20.0 9.252815246582031 0.7966234087944031 1.612584114074707 12.455964088439941 25.98636817932129 0.6268702149391174 0.7292744517326355
3.696408748626709 16.98073387145996 20.0 11.804350852966309 1.7002034187316895 1.8727656602859497 21.142244338989258 24.97799301147461 0.17930899560451508 0.3416963815689087
3.619999885559082 14.480688095092773 20.0 11.605903625488281 1.6046639680862427 1.7393463850021362 18.85150146484375 21.599895477294922 0.1346631497144699 0.24459224939346313
3.3884429931640625 14.340524673461914 20.0 10.515118598937988 1.165725588798523 1.7493911981582642 15.67180061340332 25.179344177246094 0.2861669957637787 0.4601593315601349
3.3197860717773438 19.31517791748047 20.0 9.396138191223145 0.8325967192649841 2.8309543132781982 10.399090766906738 31.764610290527344 0.8386691212654114 0.9515922665596008
3.529816150665283 13.910958290100098 20.0 11.442550659179688 1.530035138130188 1.7804051637649536 19.707571029663086 24.59834098815918 0.24446910619735718 0.41999462246894836
3.35891056060791 19.07525634765625 20.0 10.213045120239258 1.0657685995101929 3.260362148284912 12.970928192138672 37.71602249145508 0.9739106297492981 0.9955052733421326
3.3644490242004395 15.852568626403809 20.0 8.364153861999512 0.601237416267395 2.345980167388916 8.104552268981934 26.588916778564453 0.8902024030685425 0.9761554002761841
3.425048828125 11.064074516296387 20.0 10.646794319152832 1.211929202079773 1.48867666721344 15.03088665008545 19.85211181640625 0.02365206554532051 0.041360557079315186
3.450247049331665 10.926313400268555 20.0 10.473580360412598 1.1514910459518433 1.5012797117233276 14.419733047485352 19.89298439025879 0.3242000639438629 0.5062164664268494
3.3515992164611816 9.919193267822266 20.0 9.633994102478027 0.8953675627708435 1.2287529706954956 11.911051750183105 17.209020614624023 0.1922502964735031 0.289258748292923
3.3020777702331543 10.124845504760742 20.0 7.0606465339660645 0.38527992367744446 1.1336579322814941 6.964359283447266 20.206932067871094 0.3874989449977875 0.5579193234443665
3.2562248706817627 11.497203826904297 20.0 8.06466293334961 0.5449262261390686 1.482211709022522 9.276763916015625 21.43960952758789 0.7663043141365051 0.9415821433067322
3.10848331451416 12.435792922973633 20.0 8.175130844116211 0.5651882290840149 1.1711134910583496 11.241233825683594 24.041580200195312 0.44136789441108704 0.7269942164421082
3.048166275024414 11.706451416015625 20.0 9.06549072265625 0.7515940070152283 1.0404150485992432 16.186405181884766 21.418092727661133 0.2241625338792801 0.43039387464523315
