Loss Lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g||_1 ||g_sam||_1 g_alignment sg_alignment
0.09461969882249832 2.5399765968322754 200.0 16.447919845581055 0.14738817512989044 0.17914678156375885 2.5716772079467773 3.473033905029297 0.25685858726501465 0.30791938304901123
0.08986962586641312 2.665116548538208 200.0 14.181197166442871 0.10822713375091553 0.11379943042993546 1.37629234790802 1.4900031089782715 0.005356848239898682 0.006493252236396074
0.08696707338094711 2.632448434829712 200.0 13.718427658081055 0.10102729499340057 0.10398658365011215 1.2347829341888428 1.279788851737976 0.004565586801618338 0.005967569071799517
0.0844152644276619 2.642197847366333 200.0 13.432963371276855 0.09671832621097565 0.09930624812841415 1.1699981689453125 1.207979440689087 0.000362501508789137 0.0011944244615733624
0.08207578957080841 2.5393569469451904 200.0 13.176718711853027 0.09293590486049652 0.09528064727783203 1.1172776222229004 1.1488373279571533 0.00041719884029589593 0.001534456037916243
0.07991636544466019 2.6154556274414062 200.0 12.939444541931152 0.08950535207986832 0.09164515882730484 1.0711385011672974 1.0993965864181519 0.00027221429627388716 0.0001103939866879955
0.07791431993246078 2.5790586471557617 200.0 12.715947151184082 0.08633693307638168 0.08832501620054245 1.0291545391082764 1.055116057395935 0.0003399801498744637 0.0005238308222033083
0.0760515108704567 2.6633291244506836 200.0 12.505656242370605 0.08341127634048462 0.08525782078504562 0.9908887147903442 1.0149860382080078 0.00039735453901812434 0.0012090096715837717
0.07431262731552124 2.6069092750549316 200.0 12.306525230407715 0.08069036155939102 0.08241397142410278 0.9552583694458008 0.9775148034095764 0.00044622321729548275 0.0022456375882029533
0.07268483191728592 2.5981671810150146 200.0 12.118780136108398 0.07816895842552185 0.0797598659992218 0.9222828149795532 0.9426174759864807 0.00015411384811159223 0.0008206571219488978
0.0711570680141449 2.622354507446289 200.0 11.939166069030762 0.07579658925533295 0.07730098068714142 0.8915281891822815 0.9108737707138062 0.0007968411664478481 0.00040444888873025775
0.0697200670838356 2.6554770469665527 200.0 11.76793384552002 0.07357103377580643 0.0749855563044548 0.8621541261672974 0.8804401755332947 0.0009678365895524621 0.00025440409081056714
0.06836570799350739 2.670926809310913 200.0 11.604108810424805 0.07147466391324997 0.07280857861042023 0.8347216248512268 0.8516355156898499 0.00017671880777925253 0.00015574491408187896
0.06708694994449615 2.579782247543335 200.0 11.446677207946777 0.06949037313461304 0.0707559734582901 0.8120474219322205 0.8265094757080078 0.0005425982526503503 0.0003230861620977521
0.06587769836187363 2.711717128753662 200.0 11.294644355773926 0.06760221719741821 0.06880839169025421 0.789710283279419 0.8039193153381348 0.0006809199112467468 0.0021740151569247246
0.06473252177238464 2.5638866424560547 200.0 11.14785385131836 0.06580524891614914 0.0669601634144783 0.7687157988548279 0.7819791436195374 0.0004771374224219471 0.0035864459350705147
0.06364668160676956 2.70501971244812 200.0 11.00643253326416 0.06409824639558792 0.06519267708063126 0.7502483129501343 0.7623177766799927 0.0007922520744614303 0.0023097710218280554
0.06261570006608963 2.6600468158721924 200.0 10.869536399841309 0.06246844306588173 0.06351255625486374 0.7319521307945251 0.7438035607337952 0.0005568785709328949 0.0019457105081528425
0.061635762453079224 2.776728630065918 200.0 10.737526893615723 0.06091777980327606 0.061912260949611664 0.7146840691566467 0.7259237170219421 1.2956738828506786e-06 6.713790207868442e-05
0.06070318818092346 2.700697660446167 200.0 10.609907150268555 0.05943823978304863 0.06038382649421692 0.698176383972168 0.7091325521469116 0.0008812045562081039 1.899810740724206e-05
0.05981484428048134 2.798569679260254 200.0 10.486431121826172 0.05802500620484352 0.05892882123589516 0.6825307607650757 0.6928640604019165 0.0005541152786463499 0.0018582700286060572
0.0589677095413208 2.7022438049316406 200.0 10.367042541503906 0.05667557194828987 0.05753770470619202 0.6673492193222046 0.6775477528572083 0.0007503658416680992 0.003128241514787078
0.058159250766038895 2.653351306915283 200.0 10.250676155090332 0.05537641420960426 0.05620487406849861 0.6526622772216797 0.6624184250831604 0.00021779065718874335 0.005215219222009182
0.05738705024123192 2.815526008605957 200.0 10.137962341308594 0.05413312837481499 0.054927192628383636 0.6385317444801331 0.6480475664138794 0.0006103662890382111 0.0018137390725314617
0.05664869025349617 2.7810895442962646 200.0 10.029641151428223 0.05295231565833092 0.0537068136036396 0.6251755952835083 0.6340911388397217 0.0006394959054887295 0.002818703418597579
0.05594204366207123 2.8498120307922363 200.0 9.92410945892334 0.05181506648659706 0.05254451185464859 0.6119227409362793 0.6209578514099121 0.00021226728858891875 0.0008704652427695692
0.055265214294195175 2.7988743782043457 200.0 9.821425437927246 0.05072096362709999 0.051422666758298874 0.5989665985107422 0.6078612208366394 0.00016247168241534382 0.0008581808651797473
0.054616399109363556 2.8748679161071777 200.0 9.722023010253906 0.049673501402139664 0.05034397169947624 0.5864893794059753 0.5950911641120911 0.0009686148259788752 0.0006741630495525897
0.053993936628103256 2.936460018157959 200.0 9.625556945800781 0.04866795986890793 0.0493103563785553 0.5741938352584839 0.5825587511062622 9.676996705820784e-05 0.0011499128304421902
0.053396210074424744 2.7400333881378174 200.0 9.53215503692627 0.04770462587475777 0.048321012407541275 0.5622605681419373 0.570475161075592 0.00035481571103446186 0.0021142878104001284
0.0528218112885952 2.89461088180542 200.0 9.441381454467773 0.04677809029817581 0.04737028479576111 0.5506441593170166 0.5587424635887146 0.0006311895558610559 0.0038292291574180126
0.052269451320171356 2.8365566730499268 200.0 9.353232383728027 0.04588746279478073 0.046454329043626785 0.5392557382583618 0.5470650792121887 0.00041975369094870985 0.0035310029052197933
0.05173777416348457 2.916611671447754 200.0 9.267963409423828 0.04503445699810982 0.04557780176401138 0.5281981229782104 0.5358160734176636 0.0002366919507039711 0.002922101877629757
