Iter Loss lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g_ssam||_2 ||g||_1 ||g_sam||_1 ||g_ssam||_1 g_alignment sg_alignment ssg_alignment ssam_sam_g_alignment
0 0.13217854499816895 5.2224321365356445 666.6666666666666 58.73490524291992 0.567463219165802 1.0801365375518799 1.0880610942840576 12.153962135314941 23.43384552001953 23.593128204345703 0.7686094641685486 0.7997034788131714 0.8008694648742676 0.9999763369560242
100 0.09849954396486282 4.934322357177734 666.6666666666666 33.4830207824707 0.17705963551998138 0.5249099135398865 0.5819427371025085 3.5727994441986084 11.49136734008789 12.764730453491211 0.016174018383026123 0.016756543889641762 0.01540488563477993 0.9981428980827332
200 0.09441737085580826 4.8521504402160645 666.6666666666666 25.717042922973633 0.10318538546562195 0.28274017572402954 0.4248907268047333 1.6433699131011963 5.893610954284668 9.228269577026367 0.2202879935503006 0.4587468206882477 0.5263168811798096 0.9765678644180298
300 0.09289301931858063 4.636596202850342 666.6666666666666 24.04552459716797 0.08997328579425812 0.2367130070924759 0.4025479853153229 1.2127249240875244 4.193546772003174 7.822188377380371 0.14984631538391113 0.3522828221321106 0.40985387563705444 0.9667531251907349
400 0.09183870255947113 4.802774906158447 666.6666666666666 23.380971908569336 0.08498086780309677 0.23972362279891968 0.41590744256973267 1.1498253345489502 4.2736897468566895 8.064868927001953 0.09945991635322571 0.25564220547676086 0.30866873264312744 0.9727889895439148
500 0.09099330753087997 4.754630088806152 666.6666666666666 22.941112518310547 0.08175759762525558 0.24408072233200073 0.42423132061958313 1.1146161556243896 4.415458679199219 8.150720596313477 0.09509136527776718 0.22367258369922638 0.2637386620044708 0.9768255949020386
600 0.09028151631355286 4.765480041503906 666.6666666666666 22.601993560791016 0.07931658625602722 0.2463742196559906 0.42864981293678284 1.0744363069534302 4.504397869110107 8.19904899597168 0.10484927892684937 0.2523232698440552 0.2989382743835449 0.9791581630706787
700 0.08966723084449768 4.812173843383789 666.6666666666666 22.315149307250977 0.07728171348571777 0.24811701476573944 0.4311787188053131 1.0420353412628174 4.566198348999023 8.216423988342285 0.19597190618515015 0.45029664039611816 0.5073108673095703 0.9805596470832825
800 0.08912624418735504 4.770596027374268 666.6666666666666 22.081298828125 0.07564301788806915 0.2493414431810379 0.43293243646621704 1.0273547172546387 4.615851402282715 8.249341011047363 0.23212483525276184 0.5136970281600952 0.5714916586875916 0.9816282987594604
900 0.08864304423332214 4.805256366729736 666.6666666666666 21.88389015197754 0.07427379488945007 0.25021740794181824 0.4341878890991211 1.006019115447998 4.646679401397705 8.282851219177246 0.1127694621682167 0.2655322849750519 0.30915942788124084 0.9823362231254578
1000 0.08820606768131256 4.700720310211182 666.6666666666666 21.718647003173828 0.07313761860132217 0.2515280842781067 0.43527930974960327 0.9861012101173401 4.681979179382324 8.321203231811523 0.09316200762987137 0.18322508037090302 0.19328413903713226 0.9829817414283752
1100 0.08780811727046967 4.643169403076172 666.6666666666666 21.571630477905273 0.07213436812162399 0.2524377107620239 0.4361144006252289 0.9668314456939697 4.712611198425293 8.355985641479492 0.014502438716590405 0.03680296614766121 0.04202071204781532 0.9834238886833191
1200 0.08744289726018906 4.728403568267822 666.6666666666666 21.440643310546875 0.07124653458595276 0.25275078415870667 0.4364754259586334 0.9577701687812805 4.7284111976623535 8.3663330078125 0.27978041768074036 0.5851536393165588 0.6440293192863464 0.9838611483573914
1300 0.087105393409729 4.684185028076172 666.6666666666666 21.346176147460938 0.07060975581407547 0.25318190455436707 0.4365285336971283 0.9557809233665466 4.746104717254639 8.374822616577148 0.07735525816679001 0.16026394069194794 0.17951948940753937 0.9841467142105103
1400 0.08679192513227463 4.55580997467041 666.6666666666666 21.24087142944336 0.0699034035205841 0.25374671816825867 0.43682461977005005 0.9545007944107056 4.755481243133545 8.387354850769043 0.0010409664828330278 0.003048690501600504 0.0025896108709275723 0.9844043254852295
1500 0.0864996463060379 4.757693767547607 666.6666666666666 21.16007423400879 0.06936393678188324 0.2540944218635559 0.4367808997631073 0.9528157114982605 4.777315139770508 8.378435134887695 0.14224062860012054 0.31643980741500854 0.36186274886131287 0.9846265316009521
1600 0.08622637391090393 4.6575188636779785 666.6666666666666 21.084840774536133 0.06886354088783264 0.2548413574695587 0.4368108808994293 0.9488883018493652 4.7930684089660645 8.372365951538086 0.0021330148447304964 0.019410796463489532 0.0394616462290287 0.9848010540008545
1700 0.08597034960985184 4.548591613769531 666.6666666666666 21.003917694091797 0.0683273896574974 0.2552989721298218 0.4367488920688629 0.9398132562637329 4.815401554107666 8.356363296508789 0.23307916522026062 0.4856933057308197 0.5260992646217346 0.9850481748580933
1800 0.08572915941476822 4.525458335876465 666.6666666666666 20.95148277282715 0.06798115372657776 0.2555631697177887 0.43668705224990845 0.9344871044158936 4.821598052978516 8.362492561340332 0.3201111853122711 0.6443994045257568 0.6891540288925171 0.9851457476615906
1900 0.0855008065700531 4.635149002075195 666.6666666666666 20.894622802734375 0.06760671734809875 0.2557412087917328 0.43656209111213684 0.9338249564170837 4.825845718383789 8.364941596984863 0.015044069848954678 0.04183904826641083 0.05323408916592598 0.985158383846283
2000 0.08528397977352142 4.570758819580078 666.6666666666666 20.840084075927734 0.06724856048822403 0.2557179629802704 0.43658971786499023 0.9278554320335388 4.817451000213623 8.367362022399902 0.08542262762784958 0.18382671475410461 0.21149693429470062 0.9852681756019592
2100 0.08507736772298813 4.748494625091553 666.6666666666666 20.794553756713867 0.06695031374692917 0.2559379041194916 0.4364687204360962 0.92659592628479 4.825549602508545 8.362192153930664 0.23429350554943085 0.493605375289917 0.5523592233657837 0.9853656888008118
2200 0.08488018810749054 4.528127670288086 666.6666666666666 20.749601364135742 0.06665653735399246 0.2562738358974457 0.43654194474220276 0.9267211556434631 4.834290981292725 8.363683700561523 0.03695456311106682 0.08105075359344482 0.09630782902240753 0.9855074286460876
2300 0.08469134569168091 4.679351806640625 666.6666666666666 20.703556060791016 0.06635630875825882 0.2562958300113678 0.43646135926246643 0.924211323261261 4.835982322692871 8.3505859375 0.15053370594978333 0.31603437662124634 0.36292460560798645 0.98558509349823
2400 0.08451095968484879 4.485069274902344 666.6666666666666 20.6606388092041 0.0660770907998085 0.2564595937728882 0.43628373742103577 0.9229762554168701 4.8423027992248535 8.33633041381836 0.11593496054410934 0.22772254049777985 0.23487965762615204 0.9856249690055847
2500 0.08433829993009567 4.447834491729736 666.6666666666666 20.615888595581055 0.06578661501407623 0.2564806342124939 0.43613022565841675 0.9237871170043945 4.841809272766113 8.323365211486816 0.10182875394821167 0.20511971414089203 0.22031286358833313 0.9856871962547302
2600 0.08417293429374695 4.610211372375488 666.6666666666666 20.58115005493164 0.06556155532598495 0.25698596239089966 0.43626150488853455 0.926195502281189 4.851476669311523 8.322491645812988 0.15469756722450256 0.3184993863105774 0.34791237115859985 0.9858465194702148
2700 0.08401405066251755 4.514860153198242 666.6666666666666 20.55897331237793 0.06541810184717178 0.25707656145095825 0.43613186478614807 0.9247064590454102 4.849132061004639 8.313750267028809 0.0709717869758606 0.1350008249282837 0.14117182791233063 0.9858469367027283
2800 0.08386080712080002 4.517963409423828 666.6666666666666 20.530967712402344 0.06523717194795609 0.25708848237991333 0.43581947684288025 0.9226474165916443 4.851893424987793 8.308095932006836 0.0029056144412606955 0.004263687413185835 0.0010998742654919624 0.9858438372612
2900 0.08371298760175705 4.495914459228516 666.6666666666666 20.50361442565918 0.06506070494651794 0.2573161721229553 0.4357566833496094 0.9194075465202332 4.857974529266357 8.323668479919434 0.05437701568007469 0.11296846717596054 0.1267929971218109 0.985968828201294
