Iter Loss lambda1 2/eta sam_edge ||g||_2 ||g_sam||_2 ||g||_1 ||g_sam||_1 g_alignment sg_alignment ssam_sam_g_alignment succ_sg_alignment
1800 0.0851312205195427 3.6495091915130615 666.6666666666666 20.088218688964844 0.062411073595285416 0.2081591933965683 0.8275728225708008 3.9942519664764404 0.1296377182006836 0.26917240023612976 0.9974271655082703 0.9995728731155396
1900 0.08492232114076614 3.856388807296753 666.6666666666666 20.009702682495117 0.06191663071513176 0.2059754729270935 0.8182538747787476 3.9476733207702637 0.0812162533402443 0.1993841677904129 0.9976275563240051 0.9996013045310974
2000 0.08472350984811783 3.847126007080078 666.6666666666666 19.928382873535156 0.06140667945146561 0.20415648818016052 0.81300950050354 3.8981552124023438 0.10476011782884598 0.2518227994441986 0.9975571632385254 0.9995981454849243
2100 0.08453439176082611 3.5193963050842285 666.6666666666666 19.8623046875 0.06099388748407364 0.20260144770145416 0.8063651323318481 3.853954553604126 0.002670185873284936 0.015546665526926517 0.9977017641067505 0.9996166825294495
2200 0.08435357362031937 3.7741010189056396 666.6666666666666 19.797452926635742 0.06059015914797783 0.2007276713848114 0.7991295456886292 3.819037914276123 0.11113005131483078 0.24510109424591064 0.9976940155029297 0.9996075630187988
2300 0.08418096601963043 3.7602524757385254 666.6666666666666 19.73356056213379 0.06019377335906029 0.19874422252178192 0.7957438230514526 3.770291805267334 0.19090202450752258 0.408850759267807 0.9977334141731262 0.9996069669723511
2400 0.084016352891922 3.450674057006836 666.6666666666666 19.679393768310547 0.05985875055193901 0.19667275249958038 0.7942396998405457 3.728483200073242 0.036070603877305984 0.08988412469625473 0.9979228973388672 0.9996150732040405
2500 0.08385805785655975 3.5218253135681152 666.6666666666666 19.617456436157227 0.05947686359286308 0.1950913667678833 0.7890937328338623 3.691497325897217 0.17976051568984985 0.36330264806747437 0.997802734375 0.999579131603241
2600 0.0837053656578064 3.528933048248291 666.6666666666666 19.56718635559082 0.05916784331202507 0.19328376650810242 0.7847150564193726 3.6496176719665527 0.07838141918182373 0.17830868065357208 0.9978960752487183 0.9996246695518494
2700 0.08355797082185745 3.6966323852539062 666.6666666666666 19.51701545715332 0.058860234916210175 0.19152392446994781 0.7775359153747559 3.6064674854278564 0.11707506328821182 0.2642921507358551 0.9979389905929565 0.9996403455734253
2800 0.08341522514820099 3.455556869506836 666.6666666666666 19.461671829223633 0.058521904051303864 0.1897956132888794 0.7685064673423767 3.565135955810547 0.0732993632555008 0.14516784250736237 0.9980661273002625 0.9996317028999329
2900 0.08327727764844894 3.567047595977783 666.6666666666666 19.412479400634766 0.05822201073169708 0.18788649141788483 0.7623313665390015 3.520726203918457 0.1243014857172966 0.2785387635231018 0.9979755878448486 0.9996311068534851
3000 0.08314374834299088 3.3679213523864746 666.6666666666666 19.354900360107422 0.057871993631124496 0.18613845109939575 0.7573010325431824 3.4925856590270996 0.17619214951992035 0.38115936517715454 0.9981281757354736 0.9996315240859985
3100 0.08301463723182678 3.4302539825439453 666.6666666666666 19.309778213500977 0.05759844183921814 0.184299498796463 0.754058837890625 3.448996067047119 0.10206803679466248 0.22514642775058746 0.9980582594871521 0.9996147155761719
3200 0.08288998901844025 3.3939921855926514 666.6666666666666 19.27225685119629 0.05737149715423584 0.18332244455814362 0.7462795376777649 3.424441337585449 0.2154083102941513 0.44688236713409424 0.9980811476707458 0.9996387958526611
3300 0.08276902139186859 3.494727849960327 666.6666666666666 19.236804962158203 0.0571574941277504 0.18166884779930115 0.7422441244125366 3.3904333114624023 0.11705851554870605 0.2755314111709595 0.9979538917541504 0.9996275305747986
3400 0.0826517790555954 3.274867057800293 666.6666666666666 19.19019889831543 0.0568767748773098 0.17995329201221466 0.7388913035392761 3.355095863342285 0.03282453119754791 0.09003490209579468 0.9981834292411804 0.999644935131073
3500 0.08253810554742813 3.4437599182128906 666.6666666666666 19.14988136291504 0.05663449689745903 0.17838963866233826 0.7360169887542725 3.331350803375244 0.1491202414035797 0.3225049674510956 0.9981426000595093 0.9996417760848999
3600 0.08242782205343246 3.3597586154937744 666.6666666666666 19.12820816040039 0.056504495441913605 0.17727765440940857 0.7310457825660706 3.3095650672912598 0.12667182087898254 0.27397722005844116 0.9980612397193909 0.9996079802513123
3700 0.0823206752538681 3.189755439758301 666.6666666666666 19.08694839477539 0.05625741556286812 0.17621348798274994 0.7239501476287842 3.2915642261505127 0.17877663671970367 0.37583300471305847 0.9981033802032471 0.9996040463447571
3800 0.08221667259931564 3.2131636142730713 666.6666666666666 19.060152053833008 0.05609725043177605 0.17465516924858093 0.7257698774337769 3.2603914737701416 0.08540128171443939 0.1603458672761917 0.9981606602668762 0.9996525645256042
3900 0.0821155533194542 3.1376800537109375 666.6666666666666 19.028669357299805 0.05590935796499252 0.17357070744037628 0.7236851453781128 3.2426862716674805 0.01696258969604969 0.04189570993185043 0.9983528256416321 0.9996346235275269
4000 0.08201675117015839 3.261211633682251 666.6666666666666 18.99506187438965 0.05570916458964348 0.1722916215658188 0.7177971601486206 3.219961643218994 0.09551877528429031 0.20961210131645203 0.9982608556747437 0.9996446967124939
4100 0.08192058652639389 3.2330453395843506 666.6666666666666 18.966066360473633 0.05553672835230827 0.17098966240882874 0.7132591605186462 3.1937777996063232 0.05326307564973831 0.14178422093391418 0.9982427358627319 0.9996173977851868
4200 0.08182621747255325 3.0615673065185547 666.6666666666666 18.935138702392578 0.05535310506820679 0.169830784201622 0.7089982032775879 3.169646978378296 0.16505028307437897 0.3174760639667511 0.9983129501342773 0.9996567368507385
4300 0.08173446357250214 3.0243303775787354 666.6666666666666 18.898805618286133 0.055137790739536285 0.16859208047389984 0.7083083987236023 3.1462771892547607 0.03052377514541149 0.0913175493478775 0.9983078241348267 0.9996156692504883
4400 0.08164475858211517 3.127406597137451 666.6666666666666 18.8638916015625 0.05493127554655075 0.1673307716846466 0.7084053754806519 3.1200897693634033 0.1320050060749054 0.28148892521858215 0.9982194900512695 0.9996006488800049
4500 0.08155704289674759 3.0752439498901367 666.6666666666666 18.82822608947754 0.05472075566649437 0.1660081446170807 0.7091907262802124 3.097945213317871 0.05593763664364815 0.10303317755460739 0.9983266592025757 0.999610960483551
4600 0.0814712643623352 2.947335958480835 666.6666666666666 18.805021286010742 0.05458402261137962 0.16498814523220062 0.7089189887046814 3.0727405548095703 0.04238715395331383 0.0672638788819313 0.9983263611793518 0.9996068477630615
4700 0.08138745278120041 2.9856302738189697 666.6666666666666 18.774059295654297 0.054401811212301254 0.16378571093082428 0.7056823372840881 3.0514535903930664 0.10020045191049576 0.22179415822029114 0.9984291791915894 0.9996359348297119
4800 0.0813053548336029 3.087747097015381 666.6666666666666 18.737173080444336 0.0541851706802845 0.16241218149662018 0.698279619216919 3.018710136413574 0.15424339473247528 0.3300306499004364 0.9982237219810486 0.9996086359024048
4900 0.08122485131025314 3.0597643852233887 666.6666666666666 18.70435905456543 0.05399281159043312 0.1611299067735672 0.6963597536087036 2.9917497634887695 0.041562508791685104 0.0909733697772026 0.9984277486801147 0.9996538162231445
